x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,28.0000,ball,1,1,0.0000,50.0000,0.0000
19.8151,0.0741,28.0911,ball,1,1,0.0000,49.3947,0.0000
19.6299,0.1469,28.1804,ball,1,1,0.0000,48.7994,0.0000
19.4446,0.2186,28.2679,ball,1,1,0.0000,48.2139,0.0000
19.2591,0.2892,28.3537,ball,1,1,0.0000,47.6379,0.0000
19.0735,0.3585,28.4377,ball,1,1,0.0000,47.0712,0.0000
18.8877,0.4267,28.5200,ball,1,1,0.0000,46.5136,0.0000
18.7018,0.4937,28.6006,ball,1,1,0.0000,45.9651,0.0000
18.5158,0.5596,28.6796,ball,1,1,0.0000,45.4253,0.0000
18.3297,0.6243,28.7569,ball,1,1,0.0000,44.8941,0.0000
18.1436,0.6879,28.8325,ball,1,1,0.0000,44.3713,0.0000
17.9574,0.7504,28.9066,ball,1,1,0.0000,43.8567,0.0000
17.7711,0.8116,28.9790,ball,1,1,0.0000,43.3503,0.0000
17.5849,0.8718,29.0498,ball,1,1,0.0000,42.8517,0.0000
17.3986,0.9308,29.1191,ball,1,1,0.0000,42.3609,0.0000
17.2124,0.9887,29.1868,ball,1,1,0.0000,41.8777,0.0000
17.0261,1.0455,29.2529,ball,1,1,0.0000,41.4020,0.0000
16.8399,1.1011,29.3176,ball,1,1,0.0000,40.9335,0.0000
16.6538,1.1557,29.3807,ball,1,1,0.0000,40.4722,0.0000
16.4677,1.2091,29.4424,ball,1,1,0.0000,40.0180,0.0000
16.2817,1.2614,29.5026,ball,1,1,0.0000,39.5705,0.0000
16.0957,1.3126,29.5613,ball,1,1,0.0000,39.1299,0.0000
15.9099,1.3627,29.6186,ball,1,1,0.0000,38.6958,0.0000
15.7241,1.4117,29.6745,ball,1,1,0.0000,38.2682,0.0000
15.5385,1.4596,29.7290,ball,1,1,0.0000,37.8470,0.0000
15.3530,1.5064,29.7821,ball,1,1,0.0000,37.4319,0.0000
15.1677,1.5521,29.8338,ball,1,1,0.0000,37.0230,0.0000
14.9825,1.5968,29.8842,ball,1,1,0.0000,36.6201,0.0000
14.7974,1.6403,29.9332,ball,1,1,0.0000,36.2230,0.0000
14.6125,1.6828,29.9809,ball,1,1,0.0000,35.8318,0.0000
14.4278,1.7242,30.0272,ball,1,1,0.0000,35.4461,0.0000
14.2433,1.7645,30.0723,ball,1,1,0.0000,35.0660,0.0000
14.0590,1.8038,30.1161,ball,1,1,0.0000,34.6913,0.0000
13.8748,1.8419,30.1586,ball,1,1,0.0000,34.3220,0.0000
13.6909,1.8791,30.1999,ball,1,1,0.0000,33.9579,0.0000
13.5072,1.9151,30.2399,ball,1,1,0.0000,33.5989,0.0000
13.3237,1.9501,30.2788,ball,1,1,0.0000,33.2450,0.0000
13.1405,1.9841,30.3163,ball,1,1,0.0000,32.8960,0.0000
12.9574,2.0170,30.3527,ball,1,1,0.0000,32.5519,0.0000
12.7747,2.0488,30.3879,ball,1,1,0.0000,32.2125,0.0000
12.5921,2.0796,30.4220,ball,1,1,0.0000,31.8778,0.0000
12.4099,2.1094,30.4549,ball,1,1,0.0000,31.5477,0.0000
12.2279,2.1381,30.4866,ball,1,1,0.0000,31.2220,0.0000
12.0461,2.1658,30.5172,ball,1,1,0.0000,30.9008,0.0000
11.8647,2.1924,30.5467,ball,1,1,0.0000,30.5840,0.0000
11.6835,2.2180,30.5750,ball,1,1,0.0000,30.2714,0.0000
11.5026,2.2426,30.6023,ball,1,1,0.0000,29.9630,0.0000
11.3220,2.2662,30.6285,ball,1,1,0.0000,29.6586,0.0000
11.1417,2.2887,30.6536,ball,1,1,0.0000,29.3584,0.0000
10.9617,2.3103,30.6777,ball,1,1,0.0000,29.0620,0.0000
10.7820,2.3308,30.7007,ball,1,1,0.0000,28.7696,0.0000
10.6026,2.3502,30.7227,ball,1,1,0.0000,28.4810,0.0000
10.4236,2.3687,30.7437,ball,1,1,0.0000,28.1961,0.0000
10.2448,2.3862,30.7636,ball,1,1,0.0000,27.9150,0.0000
10.0664,2.4026,30.7826,ball,1,1,0.0000,27.6374,0.0000
9.8883,2.4181,30.8005,ball,1,1,0.0000,27.3634,0.0000
9.7105,2.4325,30.8175,ball,1,1,0.0000,27.0929,0.0000
9.5331,2.4460,30.8335,ball,1,1,0.0000,26.8258,0.0000
9.3560,2.4584,30.8486,ball,1,1,0.0000,26.5621,0.0000
9.1793,2.4699,30.8627,ball,1,1,0.0000,26.3017,0.0000
9.0029,2.4803,30.8758,ball,1,1,0.0000,26.0446,0.0000
8.8268,2.4898,30.8881,ball,1,1,0.0000,25.7906,0.0000
8.6511,2.4983,30.8994,ball,1,1,0.0000,25.5398,0.0000
8.4758,2.5058,30.9098,ball,1,1,0.0000,25.2921,0.0000
8.3008,2.5123,30.9194,ball,1,1,0.0000,25.0475,0.0000
8.1262,2.5178,30.9280,ball,1,1,0.0000,24.8058,0.0000
7.9519,2.5224,30.9358,ball,1,1,0.0000,24.5670,0.0000
7.7780,2.5259,30.9427,ball,1,1,0.0000,24.3311,0.0000
7.6045,2.5285,30.9487,ball,1,1,0.0000,24.0981,0.0000
7.4313,2.5302,30.9539,ball,1,1,0.0000,23.8679,0.0000
7.2586,2.5308,30.9583,ball,1,1,0.0000,23.6403,0.0000
7.0862,2.5305,30.9618,ball,1,1,0.0000,23.4155,0.0000
6.9141,2.5293,30.9645,ball,1,1,0.0000,23.1934,0.0000
6.7425,2.5270,30.9664,ball,1,1,0.0000,22.9738,0.0000
6.5712,2.5238,30.9675,ball,1,1,0.0000,22.7568,0.0000
6.4004,2.5197,30.9678,ball,1,1,0.0000,22.5423,0.0000
6.2299,2.5146,30.9673,ball,1,1,0.0000,22.3303,0.0000
6.0598,2.5085,30.9660,ball,1,1,0.0000,22.1208,0.0000
5.8901,2.5015,30.9640,ball,1,1,0.0000,21.9136,0.0000
5.7208,2.4935,30.9612,ball,1,1,0.0000,21.7088,0.0000
5.5519,2.4846,30.9577,ball,1,1,0.0000,21.5063,0.0000
5.3834,2.4748,30.9534,ball,1,1,0.0000,21.3061,0.0000
5.2152,2.4640,30.9483,ball,1,1,0.0000,21.1081,0.0000
5.0475,2.4522,30.9426,ball,1,1,0.0000,20.9124,0.0000
4.8802,2.4395,30.9361,ball,1,1,0.0000,20.7188,0.0000
4.7133,2.4259,30.9289,ball,1,1,0.0000,20.5274,0.0000
4.5468,2.4114,30.9210,ball,1,1,0.0000,20.3380,0.0000
4.3807,2.3959,30.9124,ball,1,1,0.0000,20.1508,0.0000
4.2150,2.3795,30.9031,ball,1,1,0.0000,19.9655,0.0000
4.0497,2.3621,30.8932,ball,1,1,0.0000,19.7823,0.0000
3.8848,2.3438,30.8825,ball,1,1,0.0000,19.6011,0.0000
3.7203,2.3246,30.8712,ball,1,1,0.0000,19.4218,0.0000
3.5562,2.3045,30.8592,ball,1,1,0.0000,19.2444,0.0000
3.3926,2.2835,30.8466,ball,1,1,0.0000,19.0689,0.0000
3.2294,2.2615,30.8333,ball,1,1,0.0000,18.8953,0.0000
3.0665,2.2386,30.8194,ball,1,1,0.0000,18.7235,0.0000
2.9041,2.2148,30.8048,ball,1,1,0.0000,18.5535,0.0000
2.7421,2.1901,30.7896,ball,1,1,0.0000,18.3853,0.0000
2.5805,2.1645,30.7738,ball,1,1,0.0000,18.2188,0.0000
2.4194,2.1380,30.7574,ball,1,1,0.0000,18.0540,0.0000
2.2586,2.1105,30.7403,ball,1,1,0.0000,17.8910,0.0000
2.0983,2.0822,30.7227,ball,1,1,0.0000,17.7296,0.0000
1.9384,2.0529,30.7044,ball,1,1,0.0000,17.5698,0.0000
1.7789,2.0228,30.6856,ball,1,1,0.0000,17.4117,0.0000
1.6199,1.9917,30.6662,ball,1,1,0.0000,17.2551,0.0000
1.4612,1.9598,30.6462,ball,1,1,0.0000,17.1001,0.0000
1.3030,1.9269,30.6256,ball,1,1,0.0000,16.9467,0.0000
1.1452,1.8932,30.6045,ball,1,1,0.0000,16.7948,0.0000
0.9878,1.8586,30.5828,ball,1,1,0.0000,16.6444,0.0000
0.8309,1.8230,30.5605,ball,1,1,0.0000,16.4955,0.0000
0.6743,1.7866,30.5377,ball,1,1,0.0000,16.3481,0.0000
0.5182,1.7493,30.5143,ball,1,1,0.0000,16.2021,0.0000
0.3626,1.7112,30.4904,ball,1,1,0.0000,16.0575,0.0000
0.2073,1.6721,30.4660,ball,1,1,0.0000,15.9143,0.0000
0.0525,1.6321,30.4411,ball,1,1,0.0000,15.7725,0.0000
-0.1019,1.5913,30.4156,ball,1,1,0.0000,15.6320,0.0000
11.8256,0.0000,32.1112,wall,3.0000,2.5000,-0.9578,0.0000,0.2873
0.0000,0.0000,34.0000,goal,7.3200,2.4400,1,0,0
