x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,56.0000,ball,1,1,0.0000,-30.0000,0.0000
19.9268,0.1087,55.8247,ball,1,1,0.0000,-29.6368,0.0000
19.8525,0.2161,55.6504,ball,1,1,0.0000,-29.2799,0.0000
19.7774,0.3223,55.4772,ball,1,1,0.0000,-28.9291,0.0000
19.7012,0.4272,55.3049,ball,1,1,0.0000,-28.5842,0.0000
19.6241,0.5308,55.1337,ball,1,1,0.0000,-28.2451,0.0000
19.5462,0.6331,54.9634,ball,1,1,0.0000,-27.9118,0.0000
19.4673,0.7342,54.7941,ball,1,1,0.0000,-27.5840,0.0000
19.3876,0.8341,54.6258,ball,1,1,0.0000,-27.2617,0.0000
19.3070,0.9327,54.4585,ball,1,1,0.0000,-26.9448,0.0000
19.2256,1.0300,54.2922,ball,1,1,0.0000,-26.6331,0.0000
19.1434,1.1262,54.1268,ball,1,1,0.0000,-26.3265,0.0000
19.0604,1.2210,53.9624,ball,1,1,0.0000,-26.0249,0.0000
18.9766,1.3147,53.7990,ball,1,1,0.0000,-25.7283,0.0000
18.8921,1.4071,53.6365,ball,1,1,0.0000,-25.4364,0.0000
18.8069,1.4984,53.4750,ball,1,1,0.0000,-25.1493,0.0000
18.7209,1.5884,53.3144,ball,1,1,0.0000,-24.8667,0.0000
18.6342,1.6772,53.1547,ball,1,1,0.0000,-24.5887,0.0000
18.5468,1.7647,52.9960,ball,1,1,0.0000,-24.3151,0.0000
18.4588,1.8511,52.8382,ball,1,1,0.0000,-24.0459,0.0000
18.3701,1.9363,52.6813,ball,1,1,0.0000,-23.7809,0.0000
18.2807,2.0203,52.5253,ball,1,1,0.0000,-23.5200,0.0000
18.1908,2.1031,52.3702,ball,1,1,0.0000,-23.2633,0.0000
18.1002,2.1848,52.2161,ball,1,1,0.0000,-23.0105,0.0000
18.0090,2.2652,52.0628,ball,1,1,0.0000,-22.7616,0.0000
17.9173,2.3445,51.9104,ball,1,1,0.0000,-22.5166,0.0000
17.8250,2.4226,51.7589,ball,1,1,0.0000,-22.2753,0.0000
17.7321,2.4996,51.6083,ball,1,1,0.0000,-22.0377,0.0000
17.6387,2.5753,51.4585,ball,1,1,0.0000,-21.8037,0.0000
17.5447,2.6499,51.3096,ball,1,1,0.0000,-21.5732,0.0000
17.4502,2.7234,51.1615,ball,1,1,0.0000,-21.3463,0.0000
17.3553,2.7957,51.0143,ball,1,1,0.0000,-21.1227,0.0000
17.2598,2.8669,50.8680,ball,1,1,0.0000,-20.9024,0.0000
17.1638,2.9369,50.7225,ball,1,1,0.0000,-20.6854,0.0000
17.0674,3.0058,50.5778,ball,1,1,0.0000,-20.4716,0.0000
16.9705,3.0735,50.4339,ball,1,1,0.0000,-20.2610,0.0000
16.8732,3.1401,50.2909,ball,1,1,0.0000,-20.0534,0.0000
16.7755,3.2056,50.1487,ball,1,1,0.0000,-19.8488,0.0000
16.6773,3.2699,50.0073,ball,1,1,0.0000,-19.6472,0.0000
16.5787,3.3331,49.8667,ball,1,1,0.0000,-19.4485,0.0000
16.4796,3.3952,49.7268,ball,1,1,0.0000,-19.2527,0.0000
16.3802,3.4562,49.5878,ball,1,1,0.0000,-19.0597,0.0000
16.2804,3.5161,49.4496,ball,1,1,0.0000,-18.8693,0.0000
16.1803,3.5749,49.3121,ball,1,1,0.0000,-18.6817,0.0000
16.0797,3.6325,49.1754,ball,1,1,0.0000,-18.4967,0.0000
15.9788,3.6891,49.0395,ball,1,1,0.0000,-18.3143,0.0000
15.8776,3.7445,48.9043,ball,1,1,0.0000,-18.1345,0.0000
15.7760,3.7989,48.7699,ball,1,1,0.0000,-17.9571,0.0000
15.6741,3.8522,48.6363,ball,1,1,0.0000,-17.7822,0.0000
15.5718,3.9043,48.5034,ball,1,1,0.0000,-17.6097,0.0000
15.4692,3.9554,48.3712,ball,1,1,0.0000,-17.4395,0.0000
15.3664,4.0054,48.2397,ball,1,1,0.0000,-17.2717,0.0000
15.2632,4.0543,48.1090,ball,1,1,0.0000,-17.1061,0.0000
15.1597,4.1022,47.9790,ball,1,1,0.0000,-16.9427,0.0000
15.0560,4.1490,47.8498,ball,1,1,0.0000,-16.7815,0.0000
14.9519,4.1946,47.7212,ball,1,1,0.0000,-16.6225,0.0000
14.8476,4.2393,47.5933,ball,1,1,0.0000,-16.4655,0.0000
14.7431,4.2828,47.4662,ball,1,1,0.0000,-16.3107,0.0000
14.6383,4.3253,47.3397,ball,1,1,0.0000,-16.1578,0.0000
14.5332,4.3667,47.2139,ball,1,1,0.0000,-16.0070,0.0000
14.4279,4.4071,47.0888,ball,1,1,0.0000,-15.8581,0.0000
14.3223,4.4464,46.9644,ball,1,1,0.0000,-15.7111,0.0000
14.2165,4.4847,46.8407,ball,1,1,0.0000,-15.5660,0.0000
14.1105,4.5219,46.7176,ball,1,1,0.0000,-15.4228,0.0000
14.0043,4.5581,46.5952,ball,1,1,0.0000,-15.2814,0.0000
