x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,14.0000,ball,1,1,0.0000,-30.0000,0.0000
19.8284,0.1087,14.0815,ball,1,1,0.0000,-29.6368,0.0000
19.6578,0.2161,14.1639,ball,1,1,0.0000,-29.2799,0.0000
19.4884,0.3223,14.2473,ball,1,1,0.0000,-28.9291,0.0000
19.3199,0.4272,14.3315,ball,1,1,0.0000,-28.5842,0.0000
19.1525,0.5308,14.4166,ball,1,1,0.0000,-28.2451,0.0000
18.9861,0.6331,14.5026,ball,1,1,0.0000,-27.9118,0.0000
18.8208,0.7342,14.5894,ball,1,1,0.0000,-27.5840,0.0000
18.6565,0.8341,14.6771,ball,1,1,0.0000,-27.2617,0.0000
18.4932,0.9327,14.7655,ball,1,1,0.0000,-26.9448,0.0000
18.3310,1.0300,14.8547,ball,1,1,0.0000,-26.6331,0.0000
18.1697,1.1262,14.9447,ball,1,1,0.0000,-26.3265,0.0000
18.0094,1.2210,15.0355,ball,1,1,0.0000,-26.0249,0.0000
17.8502,1.3147,15.1269,ball,1,1,0.0000,-25.7283,0.0000
17.6919,1.4071,15.2191,ball,1,1,0.0000,-25.4364,0.0000
17.5346,1.4984,15.3119,ball,1,1,0.0000,-25.1493,0.0000
17.3783,1.5884,15.4054,ball,1,1,0.0000,-24.8667,0.0000
17.2229,1.6772,15.4996,ball,1,1,0.0000,-24.5887,0.0000
17.0685,1.7647,15.5944,ball,1,1,0.0000,-24.3151,0.0000
16.9151,1.8511,15.6899,ball,1,1,0.0000,-24.0459,0.0000
16.7626,1.9363,15.7859,ball,1,1,0.0000,-23.7809,0.0000
16.6110,2.0203,15.8826,ball,1,1,0.0000,-23.5200,0.0000
16.4604,2.1031,15.9798,ball,1,1,0.0000,-23.2633,0.0000
16.3107,2.1848,16.0776,ball,1,1,0.0000,-23.0105,0.0000
16.1620,2.2652,16.1760,ball,1,1,0.0000,-22.7616,0.0000
16.0141,2.3445,16.2749,ball,1,1,0.0000,-22.5166,0.0000
15.8671,2.4226,16.3743,ball,1,1,0.0000,-22.2753,0.0000
15.7211,2.4996,16.4742,ball,1,1,0.0000,-22.0377,0.0000
15.5759,2.5753,16.5747,ball,1,1,0.0000,-21.8037,0.0000
15.4317,2.6499,16.6756,ball,1,1,0.0000,-21.5732,0.0000
15.2883,2.7234,16.7770,ball,1,1,0.0000,-21.3463,0.0000
15.1458,2.7957,16.8789,ball,1,1,0.0000,-21.1227,0.0000
15.0041,2.8669,16.9812,ball,1,1,0.0000,-20.9024,0.0000
14.8634,2.9369,17.0840,ball,1,1,0.0000,-20.6854,0.0000
14.7234,3.0058,17.1872,ball,1,1,0.0000,-20.4716,0.0000
14.5843,3.0735,17.2908,ball,1,1,0.0000,-20.2610,0.0000
14.4461,3.1401,17.3948,ball,1,1,0.0000,-20.0534,0.0000
14.3087,3.2056,17.4992,ball,1,1,0.0000,-19.8488,0.0000
14.1721,3.2699,17.6040,ball,1,1,0.0000,-19.6472,0.0000
14.0363,3.3331,17.7092,ball,1,1,0.0000,-19.4485,0.0000
13.9014,3.3952,17.8148,ball,1,1,0.0000,-19.2527,0.0000
13.7673,3.4562,17.9207,ball,1,1,0.0000,-19.0597,0.0000
13.6339,3.5161,18.0269,ball,1,1,0.0000,-18.8693,0.0000
13.5014,3.5749,18.1335,ball,1,1,0.0000,-18.6817,0.0000
13.3696,3.6325,18.2405,ball,1,1,0.0000,-18.4967,0.0000
13.2387,3.6891,18.3477,ball,1,1,0.0000,-18.3143,0.0000
13.1085,3.7445,18.4553,ball,1,1,0.0000,-18.1345,0.0000
12.9790,3.7989,18.5631,ball,1,1,0.0000,-17.9571,0.0000
12.8504,3.8522,18.6713,ball,1,1,0.0000,-17.7822,0.0000
12.7225,3.9043,18.7798,ball,1,1,0.0000,-17.6097,0.0000
