x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,63.0000,ball,1,1,0.0000,-40.0000,0.0000
19.9269,0.1012,62.7289,ball,1,1,0.0000,-39.3397,0.0000
19.8518,0.2011,62.4595,ball,1,1,0.0000,-38.6936,0.0000
19.7747,0.2996,62.1918,ball,1,1,0.0000,-38.0613,0.0000
19.6957,0.3967,61.9257,ball,1,1,0.0000,-37.4425,0.0000
19.6148,0.4925,61.6614,ball,1,1,0.0000,-36.8368,0.0000
19.5321,0.5870,61.3988,ball,1,1,0.0000,-36.2438,0.0000
19.4476,0.6801,61.1378,ball,1,1,0.0000,-35.6632,0.0000
19.3614,0.7719,60.8785,ball,1,1,0.0000,-35.0948,0.0000
19.2735,0.8624,60.6209,ball,1,1,0.0000,-34.5381,0.0000
19.1840,0.9516,60.3649,ball,1,1,0.0000,-33.9930,0.0000
19.0928,1.0395,60.1106,ball,1,1,0.0000,-33.4590,0.0000
19.0001,1.1261,59.8579,ball,1,1,0.0000,-32.9360,0.0000
18.9058,1.2113,59.6069,ball,1,1,0.0000,-32.4237,0.0000
18.8101,1.2953,59.3575,ball,1,1,0.0000,-31.9217,0.0000
18.7129,1.3781,59.1097,ball,1,1,0.0000,-31.4298,0.0000
18.6143,1.4595,58.8636,ball,1,1,0.0000,-30.9478,0.0000
18.5144,1.5397,58.6190,ball,1,1,0.0000,-30.4755,0.0000
18.4131,1.6186,58.3761,ball,1,1,0.0000,-30.0125,0.0000
18.3105,1.6963,58.1347,ball,1,1,0.0000,-29.5587,0.0000
18.2066,1.7727,57.8949,ball,1,1,0.0000,-29.1138,0.0000
18.1015,1.8479,57.6567,ball,1,1,0.0000,-28.6776,0.0000
17.9952,1.9218,57.4200,ball,1,1,0.0000,-28.2500,0.0000
17.8878,1.9945,57.1849,ball,1,1,0.0000,-27.8306,0.0000
17.7792,2.0660,56.9513,ball,1,1,0.0000,-27.4194,0.0000
17.6694,2.1362,56.7192,ball,1,1,0.0000,-27.0161,0.0000
17.5587,2.2053,56.4887,ball,1,1,0.0000,-26.6204,0.0000
17.4468,2.2731,56.2596,ball,1,1,0.0000,-26.2324,0.0000
17.3340,2.3398,56.0321,ball,1,1,0.0000,-25.8517,0.0000
17.2201,2.4052,55.8060,ball,1,1,0.0000,-25.4781,0.0000
17.1053,2.4694,55.5814,ball,1,1,0.0000,-25.1116,0.0000
16.9895,2.5325,55.3583,ball,1,1,0.0000,-24.7520,0.0000
16.8729,2.5944,55.1366,ball,1,1,0.0000,-24.3990,0.0000
16.7553,2.6550,54.9164,ball,1,1,0.0000,-24.0526,0.0000
16.6369,2.7146,54.6975,ball,1,1,0.0000,-23.7126,0.0000
16.5176,2.7729,54.4801,ball,1,1,0.0000,-23.3788,0.0000
16.3976,2.8301,54.2642,ball,1,1,0.0000,-23.0511,0.0000
16.2767,2.8861,54.0496,ball,1,1,0.0000,-22.7294,0.0000
16.1551,2.9410,53.8364,ball,1,1,0.0000,-22.4135,0.0000
16.0327,2.9947,53.6245,ball,1,1,0.0000,-22.1033,0.0000
15.9096,3.0473,53.4140,ball,1,1,0.0000,-21.7987,0.0000
15.7858,3.0987,53.2049,ball,1,1,0.0000,-21.4995,0.0000
15.6613,3.1490,52.9971,ball,1,1,0.0000,-21.2056,0.0000
15.5361,3.1982,52.7907,ball,1,1,0.0000,-20.9170,0.0000
15.4103,3.2462,52.5855,ball,1,1,0.0000,-20.6334,0.0000
15.2839,3.2932,52.3817,ball,1,1,0.0000,-20.3548,0.0000
15.1568,3.3390,52.1792,ball,1,1,0.0000,-20.0811,0.0000
15.0292,3.3837,51.9779,ball,1,1,0.0000,-19.8121,0.0000
14.9010,3.4272,51.7780,ball,1,1,0.0000,-19.5478,0.0000
14.7722,3.4697,51.5792,ball,1,1,0.0000,-19.2880,0.0000
14.6429,3.5111,51.3818,ball,1,1,0.0000,-19.0327,0.0000
14.5131,3.5513,51.1856,ball,1,1,0.0000,-18.7818,0.0000
