x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
30.0000,0.0000,49.0000,ball,1,1,0.0000,-60.0000,0.0000
29.8428,0.1012,48.7673,ball,1,1,0.0000,-59.0096,0.0000
29.6837,0.2011,48.5373,ball,1,1,0.0000,-58.0404,0.0000
29.5229,0.2996,48.3098,ball,1,1,0.0000,-57.0919,0.0000
29.3604,0.3967,48.0848,ball,1,1,0.0000,-56.1636,0.0000
29.1961,0.4925,47.8624,ball,1,1,0.0000,-55.2550,0.0000
29.0303,0.5870,47.6425,ball,1,1,0.0000,-54.3654,0.0000
28.8630,0.6801,47.4252,ball,1,1,0.0000,-53.4945,0.0000
28.6941,0.7719,47.2103,ball,1,1,0.0000,-52.6418,0.0000
28.5238,0.8624,46.9979,ball,1,1,0.0000,-51.8067,0.0000
28.3522,0.9516,46.7879,ball,1,1,0.0000,-50.9889,0.0000
28.1791,1.0395,46.5803,ball,1,1,0.0000,-50.1878,0.0000
28.0048,1.1261,46.3752,ball,1,1,0.0000,-49.4032,0.0000
27.8292,1.2113,46.1725,ball,1,1,0.0000,-48.6345,0.0000
27.6524,1.2953,45.9721,ball,1,1,0.0000,-47.8814,0.0000
27.4745,1.3781,45.7741,ball,1,1,0.0000,-47.1434,0.0000
27.2954,1.4595,45.5785,ball,1,1,0.0000,-46.4203,0.0000
27.1152,1.5397,45.3851,ball,1,1,0.0000,-45.7116,0.0000
26.9340,1.6186,45.1941,ball,1,1,0.0000,-45.0170,0.0000
26.7518,1.6963,45.0053,ball,1,1,0.0000,-44.3361,0.0000
26.5687,1.7727,44.8188,ball,1,1,0.0000,-43.6686,0.0000
26.3846,1.8479,44.6345,ball,1,1,0.0000,-43.0142,0.0000
26.1997,1.9218,44.4524,ball,1,1,0.0000,-42.3726,0.0000
26.0139,1.9945,44.2725,ball,1,1,0.0000,-41.7434,0.0000
25.8273,2.0660,44.0948,ball,1,1,0.0000,-41.1264,0.0000
25.6399,2.1362,43.9192,ball,1,1,0.0000,-40.5212,0.0000
25.4517,2.2053,43.7458,ball,1,1,0.0000,-39.9276,0.0000
25.2629,2.2731,43.5744,ball,1,1,0.0000,-39.3453,0.0000
25.0733,2.3397,43.4052,ball,1,1,0.0000,-38.7741,0.0000
24.8831,2.4052,43.2380,ball,1,1,0.0000,-38.2136,0.0000
24.6923,2.4694,43.0729,ball,1,1,0.0000,-37.6637,0.0000
24.5009,2.5325,42.9098,ball,1,1,0.0000,-37.1240,0.0000
24.3089,2.5943,42.7486,ball,1,1,0.0000,-36.5944,0.0000
24.1164,2.6550,42.5895,ball,1,1,0.0000,-36.0747,0.0000
23.9234,2.7145,42.4324,ball,1,1,0.0000,-35.5645,0.0000
23.7299,2.7729,42.2771,ball,1,1,0.0000,-35.0636,0.0000
23.5359,2.8301,42.1238,ball,1,1,0.0000,-34.5719,0.0000
23.3415,2.8861,41.9724,ball,1,1,0.0000,-34.0892,0.0000
23.1466,2.9410,41.8229,ball,1,1,0.0000,-33.6152,0.0000
22.9514,2.9947,41.6753,ball,1,1,0.0000,-33.1498,0.0000
22.7558,3.0472,41.5295,ball,1,1,0.0000,-32.6927,0.0000
22.5599,3.0987,41.3855,ball,1,1,0.0000,-32.2437,0.0000
22.3636,3.1490,41.2433,ball,1,1,0.0000,-31.8028,0.0000
22.1671,3.1981,41.1029,ball,1,1,0.0000,-31.3696,0.0000
21.9702,3.2462,40.9642,ball,1,1,0.0000,-30.9441,0.0000
21.7731,3.2931,40.8273,ball,1,1,0.0000,-30.5261,0.0000
21.5757,3.3389,40.6921,ball,1,1,0.0000,-30.1154,0.0000
21.3781,3.3836,40.5587,ball,1,1,0.0000,-29.7118,0.0000
21.1804,3.4272,40.4269,ball,1,1,0.0000,-29.3152,0.0000
20.9824,3.4696,40.2968,ball,1,1,0.0000,-28.9254,0.0000
20.7842,3.5110,40.1683,ball,1,1,0.0000,-28.5423,0.0000
20.5859,3.5513,40.0414,ball,1,1,0.0000,-28.1657,0.0000
20.3874,3.5904,39.9162,ball,1,1,0.0000,-27.7956,0.0000
20.1888,3.6285,39.7926,ball,1,1,0.0000,-27.4317,0.0000
19.9901,3.6655,39.6705,ball,1,1,0.0000,-27.0740,0.0000
19.7913,3.7014,39.5500,ball,1,1,0.0000,-26.7222,0.0000
19.5924,3.7363,39.4310,ball,1,1,0.0000,-26.3764,0.0000
19.3935,3.7701,39.3136,ball,1,1,0.0000,-26.0362,0.0000
19.1945,3.8027,39.1976,ball,1,1,0.0000,-25.7018,0.0000
18.9954,3.8344,39.0832,ball,1,1,0.0000,-25.3728,0.0000
18.7964,3.8649,38.9702,ball,1,1,0.0000,-25.0492,0.0000
18.5973,3.8944,38.8587,ball,1,1,0.0000,-24.7309,0.0000
18.3982,3.9229,38.7486,ball,1,1,0.0000,-24.4178,0.0000
18.1991,3.9503,38.6400,ball,1,1,0.0000,-24.1098,0.0000
18.0000,3.9766,38.5327,ball,1,1,0.0000,-23.8067,0.0000
17.8010,4.0019,38.4268,ball,1,1,0.0000,-23.5085,0.0000
17.6020,4.0262,38.3224,ball,1,1,0.0000,-23.2150,0.0000
17.4030,4.0494,38.2192,ball,1,1,0.0000,-22.9262,0.0000
17.2041,4.0716,38.1174,ball,1,1,0.0000,-22.6420,0.0000
17.0053,4.0928,38.0170,ball,1,1,0.0000,-22.3623,0.0000
16.8066,4.1129,37.9178,ball,1,1,0.0000,-22.0870,0.0000
16.6079,4.1320,37.8200,ball,1,1,0.0000,-21.8160,0.0000
16.4094,4.1501,37.7234,ball,1,1,0.0000,-21.5492,0.0000
16.2109,4.1671,37.6281,ball,1,1,0.0000,-21.2865,0.0000
16.0126,4.1832,37.5341,ball,1,1,0.0000,-21.0279,0.0000
15.8144,4.1982,37.4413,ball,1,1,0.0000,-20.7733,0.0000
15.6164,4.2122,37.3497,ball,1,1,0.0000,-20.5225,0.0000
15.4184,4.2252,37.2593,ball,1,1,0.0000,-20.2756,0.0000
