x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,63.0000,ball,1,1,0.0000,60.0000,0.0000
19.7477,0.1012,62.8768,ball,1,1,0.0000,59.0096,0.0000
19.4976,0.2011,62.7514,ball,1,1,0.0000,58.0404,0.0000
19.2499,0.2996,62.6240,ball,1,1,0.0000,57.0919,0.0000
19.0045,0.3967,62.4944,ball,1,1,0.0000,56.1636,0.0000
18.7613,0.4925,62.3629,ball,1,1,0.0000,55.2550,0.0000
18.5204,0.5870,62.2294,ball,1,1,0.0000,54.3654,0.0000
18.2818,0.6801,62.0940,ball,1,1,0.0000,53.4945,0.0000
18.0455,0.7719,61.9569,ball,1,1,0.0000,52.6418,0.0000
17.8113,0.8624,61.8179,ball,1,1,0.0000,51.8067,0.0000
17.5794,0.9516,61.6772,ball,1,1,0.0000,50.9889,0.0000
17.3498,1.0395,61.5349,ball,1,1,0.0000,50.1878,0.0000
17.1223,1.1261,61.3909,ball,1,1,0.0000,49.4032,0.0000
16.8971,1.2113,61.2453,ball,1,1,0.0000,48.6345,0.0000
16.6740,1.2953,61.0982,ball,1,1,0.0000,47.8814,0.0000
16.4531,1.3781,60.9497,ball,1,1,0.0000,47.1434,0.0000
16.2343,1.4595,60.7997,ball,1,1,0.0000,46.4203,0.0000
16.0177,1.5397,60.6483,ball,1,1,0.0000,45.7116,0.0000
15.8032,1.6186,60.4956,ball,1,1,0.0000,45.0170,0.0000
15.5908,1.6963,60.3415,ball,1,1,0.0000,44.3361,0.0000
15.3806,1.7727,60.1862,ball,1,1,0.0000,43.6686,0.0000
15.1724,1.8479,60.0297,ball,1,1,0.0000,43.0142,0.0000
14.9663,1.9218,59.8720,ball,1,1,0.0000,42.3726,0.0000
14.7622,1.9945,59.7131,ball,1,1,0.0000,41.7434,0.0000
14.5601,2.0660,59.5531,ball,1,1,0.0000,41.1264,0.0000
14.3601,2.1362,59.3921,ball,1,1,0.0000,40.5212,0.0000
14.1621,2.2053,59.2300,ball,1,1,0.0000,39.9276,0.0000
13.9661,2.2731,59.0669,ball,1,1,0.0000,39.3453,0.0000
13.7720,2.3397,58.9029,ball,1,1,0.0000,38.7741,0.0000
13.5799,2.4052,58.7379,ball,1,1,0.0000,38.2136,0.0000
13.3898,2.4694,58.5720,ball,1,1,0.0000,37.6637,0.0000
13.2015,2.5325,58.4053,ball,1,1,0.0000,37.1240,0.0000
13.0152,2.5943,58.2377,ball,1,1,0.0000,36.5944,0.0000
