x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,14.0000,ball,1,1,0.0000,60.0000,0.0000
19.9490,0.1087,14.1830,ball,1,1,0.0000,59.2737,0.0000
19.8965,0.2161,14.3650,ball,1,1,0.0000,58.5598,0.0000
19.8423,0.3223,14.5460,ball,1,1,0.0000,57.8581,0.0000
19.7866,0.4272,14.7259,ball,1,1,0.0000,57.1683,0.0000
19.7293,0.5308,14.9048,ball,1,1,0.0000,56.4902,0.0000
19.6706,0.6331,15.0826,ball,1,1,0.0000,55.8234,0.0000
19.6104,0.7342,15.2594,ball,1,1,0.0000,55.1678,0.0000
19.5488,0.8341,15.4352,ball,1,1,0.0000,54.5232,0.0000
19.4857,0.9327,15.6099,ball,1,1,0.0000,53.8892,0.0000
19.4213,1.0300,15.7835,ball,1,1,0.0000,53.2657,0.0000
19.3556,1.1262,15.9562,ball,1,1,0.0000,52.6524,0.0000
19.2885,1.2210,16.1277,ball,1,1,0.0000,52.0491,0.0000
19.2201,1.3147,16.2982,ball,1,1,0.0000,51.4557,0.0000
19.1504,1.4071,16.4677,ball,1,1,0.0000,50.8719,0.0000
19.0795,1.4984,16.6360,ball,1,1,0.0000,50.2975,0.0000
19.0074,1.5884,16.8034,ball,1,1,0.0000,49.7323,0.0000
18.9341,1.6771,16.9697,ball,1,1,0.0000,49.1762,0.0000
18.8596,1.7647,17.1349,ball,1,1,0.0000,48.6289,0.0000
18.7839,1.8511,17.2991,ball,1,1,0.0000,48.0902,0.0000
18.7072,1.9363,17.4622,ball,1,1,0.0000,47.5601,0.0000
18.6293,2.0203,17.6243,ball,1,1,0.0000,47.0382,0.0000
18.5504,2.1031,17.7854,ball,1,1,0.0000,46.5245,0.0000
18.4704,2.1848,17.9454,ball,1,1,0.0000,46.0188,0.0000
18.3893,2.2652,18.1043,ball,1,1,0.0000,45.5209,0.0000
18.3073,2.3445,18.2622,ball,1,1,0.0000,45.0307,0.0000
18.2242,2.4226,18.4191,ball,1,1,0.0000,44.5480,0.0000
18.1402,2.4995,18.5750,ball,1,1,0.0000,44.0726,0.0000
18.0552,2.5753,18.7298,ball,1,1,0.0000,43.6044,0.0000
17.9694,2.6499,18.8836,ball,1,1,0.0000,43.1434,0.0000
17.8825,2.7234,19.0364,ball,1,1,0.0000,42.6892,0.0000
17.7948,2.7957,19.1881,ball,1,1,0.0000,42.2419,0.0000
17.7063,2.8668,19.3389,ball,1,1,0.0000,41.8012,0.0000
17.6168,2.9369,19.4886,ball,1,1,0.0000,41.3670,0.0000
17.5266,3.0057,19.6373,ball,1,1,0.0000,40.9393,0.0000
17.4355,3.0735,19.7850,ball,1,1,0.0000,40.5178,0.0000
17.3436,3.1401,19.9317,ball,1,1,0.0000,40.1025,0.0000
17.2509,3.2055,20.0775,ball,1,1,0.0000,39.6932,0.0000
17.1575,3.2699,20.2222,ball,1,1,0.0000,39.2898,0.0000
17.0633,3.3331,20.3659,ball,1,1,0.0000,38.8923,0.0000
16.9684,3.3952,20.5087,ball,1,1,0.0000,38.5004,0.0000
16.8727,3.4562,20.6504,ball,1,1,0.0000,38.1142,0.0000
16.7763,3.5161,20.7912,ball,1,1,0.0000,37.7334,0.0000
16.6793,3.5748,20.9311,ball,1,1,0.0000,37.3580,0.0000
16.5816,3.6325,21.0699,ball,1,1,0.0000,36.9878,0.0000
16.4832,3.6890,21.2078,ball,1,1,0.0000,36.6229,0.0000
16.3842,3.7445,21.3448,ball,1,1,0.0000,36.2630,0.0000
16.2845,3.7988,21.4808,ball,1,1,0.0000,35.9081,0.0000
16.1842,3.8521,21.6158,ball,1,1,0.0000,35.5581,0.0000
16.0834,3.9043,21.7499,ball,1,1,0.0000,35.2129,0.0000
15.9819,3.9554,21.8831,ball,1,1,0.0000,34.8724,0.0000
15.8798,4.0054,22.0154,ball,1,1,0.0000,34.5365,0.0000
15.7772,4.0543,22.1467,ball,1,1,0.0000,34.2051,0.0000
15.6741,4.1021,22.2771,ball,1,1,0.0000,33.8783,0.0000
15.5704,4.1489,22.4066,ball,1,1,0.0000,33.5557,0.0000
15.4661,4.1946,22.5351,ball,1,1,0.0000,33.2375,0.0000
15.3614,4.2392,22.6628,ball,1,1,0.0000,32.9235,0.0000
15.2561,4.2827,22.7896,ball,1,1,0.0000,32.6136,0.0000
15.1504,4.3252,22.9154,ball,1,1,0.0000,32.3078,0.0000
15.0441,4.3666,23.0404,ball,1,1,0.0000,32.0059,0.0000
14.9374,4.4070,23.1645,ball,1,1,0.0000,31.7080,0.0000
14.8303,4.4463,23.2877,ball,1,1,0.0000,31.4139,0.0000
14.7226,4.4846,23.4100,ball,1,1,0.0000,31.1236,0.0000
14.6146,4.5218,23.5315,ball,1,1,0.0000,30.8370,0.0000
14.5061,4.5579,23.6521,ball,1,1,0.0000,30.5540,0.0000
14.3972,4.5930,23.7718,ball,1,1,0.0000,30.2746,0.0000
14.2879,4.6271,23.8907,ball,1,1,0.0000,29.9987,0.0000
14.1782,4.6601,24.0088,ball,1,1,0.0000,29.7262,0.0000
14.0681,4.6921,24.1259,ball,1,1,0.0000,29.4572,0.0000
13.9576,4.7231,24.2423,ball,1,1,0.0000,29.1914,0.0000
13.8467,4.7530,24.3578,ball,1,1,0.0000,28.9290,0.0000
13.7355,4.7819,24.4725,ball,1,1,0.0000,28.6697,0.0000
13.6239,4.8098,24.5863,ball,1,1,0.0000,28.4136,0.0000
