x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,14.0000,ball,1,1,0.0000,20.0000,0.0000
19.9188,0.1087,14.1717,ball,1,1,0.0000,19.7579,0.0000
19.8369,0.2161,14.3425,ball,1,1,0.0000,19.5199,0.0000
19.7543,0.3223,14.5124,ball,1,1,0.0000,19.2861,0.0000
19.6711,0.4272,14.6814,ball,1,1,0.0000,19.0561,0.0000
19.5873,0.5308,14.8494,ball,1,1,0.0000,18.8301,0.0000
19.5028,0.6331,15.0165,ball,1,1,0.0000,18.6079,0.0000
19.4177,0.7342,15.1827,ball,1,1,0.0000,18.3894,0.0000
19.3321,0.8341,15.3481,ball,1,1,0.0000,18.1745,0.0000
19.2458,0.9327,15.5125,ball,1,1,0.0000,17.9632,0.0000
19.1591,1.0300,15.6761,ball,1,1,0.0000,17.7554,0.0000
19.0717,1.1262,15.8388,ball,1,1,0.0000,17.5511,0.0000
18.9839,1.2210,16.0006,ball,1,1,0.0000,17.3500,0.0000
18.8955,1.3147,16.1616,ball,1,1,0.0000,17.1523,0.0000
18.8066,1.4071,16.3217,ball,1,1,0.0000,16.9577,0.0000
18.7172,1.4984,16.4810,ball,1,1,0.0000,16.7663,0.0000
18.6274,1.5884,16.6394,ball,1,1,0.0000,16.5780,0.0000
18.5371,1.6772,16.7970,ball,1,1,0.0000,16.3927,0.0000
18.4463,1.7647,16.9538,ball,1,1,0.0000,16.2103,0.0000
18.3551,1.8511,17.1097,ball,1,1,0.0000,16.0308,0.0000
18.2634,1.9363,17.2649,ball,1,1,0.0000,15.8542,0.0000
18.1713,2.0203,17.4192,ball,1,1,0.0000,15.6803,0.0000
18.0788,2.1031,17.5728,ball,1,1,0.0000,15.5091,0.0000
17.9860,2.1848,17.7255,ball,1,1,0.0000,15.3406,0.0000
17.8927,2.2652,17.8775,ball,1,1,0.0000,15.1747,0.0000
17.7990,2.3445,18.0287,ball,1,1,0.0000,15.0114,0.0000
17.7050,2.4226,18.1791,ball,1,1,0.0000,14.8505,0.0000
17.6106,2.4996,18.3287,ball,1,1,0.0000,14.6922,0.0000
17.5158,2.5753,18.4776,ball,1,1,0.0000,14.5362,0.0000
17.4208,2.6499,18.6258,ball,1,1,0.0000,14.3826,0.0000
17.3253,2.7234,18.7732,ball,1,1,0.0000,14.2313,0.0000
17.2296,2.7957,18.9198,ball,1,1,0.0000,14.0822,0.0000
17.1335,2.8669,19.0657,ball,1,1,0.0000,13.9354,0.0000
17.0372,2.9369,19.2109,ball,1,1,0.0000,13.7908,0.0000
16.9405,3.0058,19.3554,ball,1,1,0.0000,13.6483,0.0000
16.8435,3.0735,19.4991,ball,1,1,0.0000,13.5079,0.0000
16.7463,3.1401,19.6422,ball,1,1,0.0000,13.3695,0.0000
16.6488,3.2056,19.7845,ball,1,1,0.0000,13.2331,0.0000
16.5510,3.2699,19.9262,ball,1,1,0.0000,13.0988,0.0000
16.4529,3.3332,20.0671,ball,1,1,0.0000,12.9663,0.0000
16.3546,3.3953,20.2074,ball,1,1,0.0000,12.8358,0.0000
16.2561,3.4563,20.3470,ball,1,1,0.0000,12.7071,0.0000
16.1573,3.5161,20.4859,ball,1,1,0.0000,12.5803,0.0000
16.0583,3.5749,20.6241,ball,1,1,0.0000,12.4552,0.0000
15.9590,3.6326,20.7617,ball,1,1,0.0000,12.3319,0.0000
15.8596,3.6891,20.8986,ball,1,1,0.0000,12.2103,0.0000
15.7599,3.7446,21.0349,ball,1,1,0.0000,12.0905,0.0000
15.6600,3.7989,21.1705,ball,1,1,0.0000,11.9722,0.0000
15.5599,3.8522,21.3055,ball,1,1,0.0000,11.8556,0.0000
15.4596,3.9044,21.4398,ball,1,1,0.0000,11.7406,0.0000
15.3592,3.9555,21.5735,ball,1,1,0.0000,11.6272,0.0000
15.2585,4.0055,21.7066,ball,1,1,0.0000,11.5153,0.0000
15.1577,4.0544,21.8391,ball,1,1,0.0000,11.4050,0.0000
15.0566,4.1022,21.9709,ball,1,1,0.0000,11.2961,0.0000
14.9555,4.1490,22.1022,ball,1,1,0.0000,11.1886,0.0000
14.8541,4.1947,22.2328,ball,1,1,0.0000,11.0826,0.0000
14.7526,4.2393,22.3628,ball,1,1,0.0000,10.9780,0.0000
14.6510,4.2829,22.4923,ball,1,1,0.0000,10.8748,0.0000
14.5492,4.3253,22.6211,ball,1,1,0.0000,10.7729,0.0000
14.4472,4.3668,22.7494,ball,1,1,0.0000,10.6724,0.0000
14.3451,4.4071,22.8770,ball,1,1,0.0000,10.5731,0.0000
14.2429,4.4465,23.0041,ball,1,1,0.0000,10.4752,0.0000
14.1405,4.4847,23.1307,ball,1,1,0.0000,10.3785,0.0000
14.0381,4.5219,23.2566,ball,1,1,0.0000,10.2830,0.0000
13.9355,4.5581,23.3820,ball,1,1,0.0000,10.1888,0.0000
13.8328,4.5932,23.5069,ball,1,1,0.0000,10.0957,0.0000
13.7299,4.6273,23.6312,ball,1,1,0.0000,10.0038,0.0000
13.6270,4.6603,23.7549,ball,1,1,0.0000,9.9130,0.0000
13.5239,4.6923,23.8781,ball,1,1,0.0000,9.8234,0.0000
13.4208,4.7233,24.0007,ball,1,1,0.0000,9.7349,0.0000
13.3176,4.7532,24.1228,ball,1,1,0.0000,9.6475,0.0000
13.2142,4.7821,24.2444,ball,1,1,0.0000,9.5611,0.0000
13.1108,4.8100,24.3655,ball,1,1,0.0000,9.4758,0.0000
13.0073,4.8368,24.4860,ball,1,1,0.0000,9.3915,0.0000
12.9037,4.8626,24.6060,ball,1,1,0.0000,9.3083,0.0000
12.8000,4.8874,24.7255,ball,1,1,0.0000,9.2260,0.0000
12.6963,4.9112,24.8444,ball,1,1,0.0000,9.1447,0.0000
12.5924,4.9340,24.9629,ball,1,1,0.0000,9.0644,0.0000
12.4885,4.9557,25.0809,ball,1,1,0.0000,8.9850,0.0000
12.3846,4.9765,25.1983,ball,1,1,0.0000,8.9066,0.0000
12.2805,4.9962,25.3153,ball,1,1,0.0000,8.8290,0.0000
12.1764,5.0149,25.4317,ball,1,1,0.0000,8.7524,0.0000
12.0723,5.0326,25.5477,ball,1,1,0.0000,8.6766,0.0000
11.9681,5.0493,25.6632,ball,1,1,0.0000,8.6017,0.0000
