x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
30.0000,0.0000,28.0000,ball,1,1,0.0000,-20.0000,0.0000
29.8121,0.1087,27.9723,ball,1,1,0.0000,-19.7579,0.0000
29.6245,0.2161,27.9457,ball,1,1,0.0000,-19.5199,0.0000
29.4374,0.3223,27.9202,ball,1,1,0.0000,-19.2861,0.0000
29.2506,0.4272,27.8957,ball,1,1,0.0000,-19.0561,0.0000
29.0643,0.5308,27.8723,ball,1,1,0.0000,-18.8301,0.0000
28.8784,0.6331,27.8498,ball,1,1,0.0000,-18.6079,0.0000
28.6929,0.7342,27.8284,ball,1,1,0.0000,-18.3894,0.0000
28.5078,0.8341,27.8080,ball,1,1,0.0000,-18.1745,0.0000
28.3232,0.9327,27.7885,ball,1,1,0.0000,-17.9632,0.0000
28.1389,1.0300,27.7700,ball,1,1,0.0000,-17.7554,0.0000
27.9551,1.1262,27.7524,ball,1,1,0.0000,-17.5511,0.0000
27.7717,1.2210,27.7357,ball,1,1,0.0000,-17.3500,0.0000
27.5888,1.3147,27.7200,ball,1,1,0.0000,-17.1523,0.0000
27.4063,1.4071,27.7051,ball,1,1,0.0000,-16.9577,0.0000
27.2242,1.4984,27.6911,ball,1,1,0.0000,-16.7663,0.0000
27.0425,1.5884,27.6780,ball,1,1,0.0000,-16.5780,0.0000
26.8613,1.6772,27.6657,ball,1,1,0.0000,-16.3927,0.0000
26.6805,1.7647,27.6543,ball,1,1,0.0000,-16.2103,0.0000
26.5001,1.8511,27.6437,ball,1,1,0.0000,-16.0308,0.0000
26.3202,1.9363,27.6339,ball,1,1,0.0000,-15.8542,0.0000
26.1407,2.0203,27.6249,ball,1,1,0.0000,-15.6803,0.0000
25.9616,2.1031,27.6167,ball,1,1,0.0000,-15.5091,0.0000
25.7830,2.1848,27.6092,ball,1,1,0.0000,-15.3406,0.0000
25.6048,2.2652,27.6026,ball,1,1,0.0000,-15.1747,0.0000
25.4271,2.3445,27.5966,ball,1,1,0.0000,-15.0114,0.0000
25.2497,2.4226,27.5914,ball,1,1,0.0000,-14.8505,0.0000
25.0729,2.4996,27.5870,ball,1,1,0.0000,-14.6922,0.0000
24.8964,2.5753,27.5832,ball,1,1,0.0000,-14.5362,0.0000
24.7204,2.6499,27.5801,ball,1,1,0.0000,-14.3826,0.0000
24.5449,2.7234,27.5778,ball,1,1,0.0000,-14.2313,0.0000
24.3697,2.7957,27.5761,ball,1,1,0.0000,-14.0822,0.0000
24.1950,2.8669,27.5751,ball,1,1,0.0000,-13.9354,0.0000
24.0208,2.9369,27.5747,ball,1,1,0.0000,-13.7908,0.0000
23.8469,3.0058,27.5750,ball,1,1,0.0000,-13.6483,0.0000
23.6735,3.0735,27.5760,ball,1,1,0.0000,-13.5079,0.0000
23.5006,3.1401,27.5775,ball,1,1,0.0000,-13.3695,0.0000
23.3281,3.2056,27.5797,ball,1,1,0.0000,-13.2331,0.0000
23.1560,3.2699,27.5825,ball,1,1,0.0000,-13.0988,0.0000
22.9843,3.3332,27.5859,ball,1,1,0.0000,-12.9663,0.0000
22.8131,3.3953,27.5899,ball,1,1,0.0000,-12.8358,0.0000
22.6423,3.4563,27.5944,ball,1,1,0.0000,-12.7071,0.0000
22.4719,3.5161,27.5996,ball,1,1,0.0000,-12.5803,0.0000
22.3019,3.5749,27.6053,ball,1,1,0.0000,-12.4552,0.0000
22.1324,3.6326,27.6116,ball,1,1,0.0000,-12.3319,0.0000
21.9633,3.6891,27.6184,ball,1,1,0.0000,-12.2103,0.0000
21.7946,3.7446,27.6257,ball,1,1,0.0000,-12.0905,0.0000
