x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,7.0000,ball,1,1,0.0000,10.0000,0.0000
19.8738,0.1012,7.2508,ball,1,1,0.0000,9.8349,0.0000
19.7473,0.2011,7.5003,ball,1,1,0.0000,9.6734,0.0000
19.6206,0.2996,7.7483,ball,1,1,0.0000,9.5153,0.0000
19.4936,0.3967,7.9950,ball,1,1,0.0000,9.3606,0.0000
19.3663,0.4925,8.2404,ball,1,1,0.0000,9.2092,0.0000
19.2389,0.5870,8.4844,ball,1,1,0.0000,9.0610,0.0000
19.1112,0.6801,8.7271,ball,1,1,0.0000,8.9159,0.0000
18.9833,0.7719,8.9685,ball,1,1,0.0000,8.7738,0.0000
18.8553,0.8624,9.2087,ball,1,1,0.0000,8.6347,0.0000
18.7271,0.9516,9.4475,ball,1,1,0.0000,8.4984,0.0000
18.5987,1.0395,9.6851,ball,1,1,0.0000,8.3650,0.0000
18.4702,1.1261,9.9215,ball,1,1,0.0000,8.2342,0.0000
18.3416,1.2114,10.1567,ball,1,1,0.0000,8.1062,0.0000
18.2128,1.2953,10.3906,ball,1,1,0.0000,7.9807,0.0000
18.0839,1.3781,10.6233,ball,1,1,0.0000,7.8578,0.0000
17.9549,1.4595,10.8549,ball,1,1,0.0000,7.7373,0.0000
17.8258,1.5397,11.0853,ball,1,1,0.0000,7.6193,0.0000
17.6966,1.6186,11.3145,ball,1,1,0.0000,7.5036,0.0000
17.5674,1.6963,11.5425,ball,1,1,0.0000,7.3902,0.0000
17.4381,1.7727,11.7695,ball,1,1,0.0000,7.2790,0.0000
17.3087,1.8479,11.9953,ball,1,1,0.0000,7.1700,0.0000
17.1793,1.9218,12.2200,ball,1,1,0.0000,7.0631,0.0000
17.0498,1.9945,12.4436,ball,1,1,0.0000,6.9583,0.0000
16.9203,2.0660,12.6661,ball,1,1,0.0000,6.8556,0.0000
16.7907,2.1363,12.8875,ball,1,1,0.0000,6.7548,0.0000
